title,release_year,parental_rating,movie_duration,movie_rating,description,genres,budget,gross_na,gross_worldwide
Baaghi 3,2020,Not Rated,2h 23m,2.2,A man embarks on a bloody rampage to save his kidnapped brother.,"Action,Adventure,Thriller","₹550,000,000 (estimated)","$721,439","$16,726,510"
3 Ninjas: High Noon at Mega Mountain,1998,PG,1h 33m,3.0,The three unstoppable Ninja brothers fight to save their hero (Hulk Hogan) and Mega Mountain Amusement Park from the vicious kid-hating Medusa (Loni Anderson).,"Action,Adventure,Comedy","$375,805","$150,127","$375,805"
Feardotcom,2002,R,1h 41m,3.4,A New York City detective investigates mysterious deaths occurring 48 hours after users log onto a site named feardotcom.,"Crime,Horror,Thriller","$40,000,000 (estimated)","$13,258,249","$18,902,015"
Barb Wire,1996,R,1h 38m,3.5,"During the Second American Civil War in 2017, Barb Wire owns a nightclub called the Hammerhead. Things become complicated when her ex-lover Axel Hood, who is married to the fugitive Corrina ...","Action,Sci-Fi","$9,000,000 (estimated)","$3,793,614","$3,793,614"
Far Cry,2008,R,1h 35m,3.2,An ex-special forces soldier turned boatman is hired by a journalist to investigate a top-secret military base on a nearby island.,"Action,Adventure,Sci-Fi","$30,000,000 (estimated)","$783,501",
Batman & Robin,1997,PG-13,2h 5m,3.8,Batman and Robin try to keep their relationship together even as they must stop Mr. Freeze and Poison Ivy from freezing Gotham City.,"Action,Sci-Fi","$125,000,000 (estimated)","$107,353,792","$238,259,307"
Hercules in New York,1970,G,1h 32m,3.3,Hercules is sent to Earth where he finds true love and starts a promising career in the bodybuilder business.,"Adventure,Comedy,Fantasy",,,
Police Academy: Mission to Moscow,1994,PG,1h 23m,3.5,The Russian government hires the veterans of the Police Academy (1984) to help deal with the Mafia.,"Comedy,Crime","$6,200,000 (estimated)","$126,247","$126,247"
Bratz,2007,PG,1h 50m,3.1,"During their first year of high school, four best girlfriends face off against the domineering student body President, who wants to split them up into different social cliques.","Comedy,Family,Music","$20,000,000 (estimated)","$10,010,209","$26,013,153"
The Master of Disguise,2002,PG,1h 20m,3.3,An Italian waiter fights off a criminal mastermind with his inherited powers of disguise.,"Adventure,Comedy,Family","$16,000,000 (estimated)","$40,388,794","$43,411,001"
The Room,2003,R,1h 39m,3.6,"In San Francisco, an amiable banker's seemingly perfect life is turned upside down when his deceitful fiancée embarks on an affair with his best friend.",Drama,"$6,000,000 (estimated)","$549,602","$5,159,858"
Smolensk,2016,,2h,1.2,"An inspired story of people affected by the 2010 crash of Polish Air Force Flight 101 in Smolensk, Russia. Fiery reporter Nina won't accept the story she's been given and is determined to fi...","Drama,Thriller","$3,000,000 (estimated)","$2,336,032",
Daddy Day Camp,2007,PG,1h 33m,3.2,"Seeking to offer his son the satisfying summer camp experience that eluded him as a child, the operator of a neighborhood day care center opens his own camp, only to face financial hardship ...","Comedy,Family","$6,000,000 (estimated)","$13,235,267","$18,197,398"
Texas Chainsaw Massacre: The Next Generation,1994,R,1h 27m,3.3,"A group of teenagers get into a car crash in the Texas woods on prom night, and then wander into an old farmhouse that is home to Leatherface (Robert Jacks) and his insane family of cannibal...","Comedy,Horror,Thriller","$600,000 (estimated)","$185,898","$185,898"
Dumb and Dumberer: When Harry Met Lloyd,2003,PG-13,1h 25m,3.4,Set back in the 80s when Harry met Lloyd in high school where they cross paths with a mean principal and a bunch of other outcasts much like themselves.,Comedy,"$19,000,000 (estimated)","$26,276,465","$39,267,515"
Tees Maar Khan,2010,Not Rated,2h 15m,2.7,"Posing as a movie director, a conman attempts to trick an entire village into helping him rob a treasure-laden train.","Comedy,Crime","$4,200,000 (estimated)","$1,076,443","$13,681,934"
Gunday,2014,Not Rated,2h 32m,2.7,"The lives of Calcutta's most powerful Gunday, Bikram and Bala, changes when Nandita enters it. Then a counter-force takes charge and a thriller unfolds.","Action,Drama,Musical","$11,061,813",,
Scary Movie V,2013,PG-13,1h 26m,3.5,"A couple begin to experience some unusual activity after bringing their lost nieces and nephew home. With the help of home-surveillance cameras, they learn they're being stalked by a nefario...","Comedy,Horror","$20,000,000 (estimated)","$32,015,787","$78,378,744"
The Open House,2018,TV-MA,1h 34m,3.3,A teenager and his mother find themselves besieged by threatening forces when they move into a new house.,"Horror,Thriller","$100,000 (estimated)",,
Student of the Year 2,2019,Not Rated,2h 26m,2.2,"A student must face off against bullies and overcome hurdles, both academic and romantic, to win his college's coveted Student of the Year trophy.","Action,Comedy,Drama","₹800,000,000 (estimated)","$778,566","$1,635,907"
The Starving Games,2013,PG-13,1h 23m,3.2,"In this ""Hunger Games"" spoof, Kantmiss Evershot must fight for her life in the 75th annual Starving Games, in which she could also win an old ham, a coupon for a foot-long sub, and a partial...","Adventure,Comedy,Sci-Fi","$4,999,278 (estimated)","$3,906,308",
The Emoji Movie,2017,PG,1h 26m,3.4,"Gene, a multi-expressional emoji, sets out on a journey to become a normal emoji.","Animation,Adventure,Comedy","$50,000,000 (estimated)","$86,089,513","$217,776,646"
Vampires Suck,2010,PG-13,1h 22m,3.4,"In this spoof of vampire-themed movies, teenager Becca finds herself torn between two boys. She and her friends wrestle with endless dramas that crescendo at the prom.","Comedy,Horror","$20,000,000 (estimated)","$36,661,504","$80,547,866"
Steel,1997,PG-13,1h 37m,3.0,A scientist for the military turns himself into a cartoon-like superhero when a version of one of his own weapons is being used against enemies.,"Action,Adventure,Crime","$16,000,000 (estimated)","$1,710,972","$1,801,972"
Kazaam,1996,PG,1h 33m,3.1,"A troubled kid inadvertently releases a genie, who must grant him any three wishes he requests.","Comedy,Family,Fantasy","$20,000,000 (estimated)","$18,937,262","$18,937,262"
Breach,2020,R,1h 32m,2.9,"On the cusp of fatherhood, a junior mechanic aboard an interstellar ark to New Earth must outwit a malevolent cosmic terror intent on using the spaceship as a weapon.","Action,Horror,Sci-Fi","$39,328",,
Slender Man,2018,PG-13,1h 33m,3.3,"In a small town in Massachusetts, a group of friends, fascinated by the internet lore of the Slender Man, attempt to prove that he doesn't actually exist - until one of them mysteriously goe...","Horror,Mystery,Thriller","$10,000,000 (estimated)","$30,569,484","$51,738,549"
Catwoman,2004,PG-13,1h 44m,3.4,"A shy woman, endowed with the speed, reflexes, and senses of a cat, walks a thin line between criminal and hero, even as a detective doggedly pursues her, fascinated by both of her personas.","Action,Crime,Fantasy","$100,000,000 (estimated)","$40,202,379","$82,402,379"
Laxmii,2020,TV-MA,2h 21m,2.5,"Aasif visits his wife's parents' house and happens to go to a ground that is supposedly haunted. However, he is soon possessed by the spirit of a transgender who is out for revenge.","Action,Comedy,Horror","$623,913",,
Rollerball,2002,PG-13,1h 38m,3.1,The big thing in 2005 is a violent sport which can have some pretty serious consequences... like dying.,"Action,Sci-Fi,Sport","$70,000,000 (estimated)","$18,990,798","$25,852,764"
Jack and Jill,2011,PG,1h 31m,3.3,"Family guy, Jack Sadelstein, prepares for the annual event he always dreads--the Thanksgiving visit of his fraternal twin sister, the needy, and passive-aggressive Jill, who then refuses to ...",Comedy,"$79,000,000 (estimated)","$74,158,157","$149,673,788"
Santa Claus Conquers the Martians,1964,Not Rated,1h 21m,2.7,The Martians kidnap Santa Claus because there is nobody on Mars to give their children presents.,"Adventure,Comedy,Family","$200,000 (estimated)",,
365 Days,2020,TV-MA,1h 54m,3.3,"Massimo is a member of the Sicilian Mafia family and Laura is a sales director. She does not expect that on a trip to Sicily trying to save her relationship, Massimo will kidnap her and give...","Drama,Romance","$9,458,590",,
Enes Batur: Imagination or Reality?,2018,,1h 50m,2.0,Enes Batur has to decide between going to college or being a professional YouTuber.,Comedy,"$3,595,901",,
Winnie-the-Pooh: Blood and Honey,2023,Not Rated,1h 24m,2.9,"After Christopher Robin abandons them for college, Pooh and Piglet embark on a bloody rampage as they search for a new source of food.",Horror,"$100,000 (estimated)","$1,750,639","$4,940,331"
Adipurush,2023,,2h 59m,2.7,A modern adaptation of the Indian epic Ramayana which follows the exiled prince Raghav's journey to rescue his wife Janaki from the raakshash king Lankesh.,"Action,Adventure,Drama",₹400 (estimated),"$1,077,952",
Left Behind,2014,PG-13,1h 50m,3.1,A small group of survivors is left behind after millions of people suddenly vanish and the world is plunged into chaos and destruction.,"Action,Fantasy,Sci-Fi","$16,000,000 (estimated)","$14,019,924","$27,405,896"
The Cost of Deception,2021,,2h 5m,1.5,"When a young, ambitious market researcher finds out her boss is involved in the leaking of a scandalous Prime Minister speech, she decides to investigate the case to gain a position among th...","Action,Crime,Drama","$600,610",,
Hobgoblins,1988,Not Rated,1h 28m,2.2,A young security guard must track down diminutive aliens who kill people even as they make their fantasies come true.,"Comedy,Horror,Sci-Fi","$15,000 (estimated)",,
Jeepers Creepers: Reborn,2022,R,1h 28m,2.5,"Forced to travel with her boyfriend, Laine begins to experience premonitions associated with the urban myth of The Creeper. She believes that something supernatural has been summoned - and t...","Horror,Mystery,Thriller","$2,033,057","$380,299","$6,175,213"
Troll 2,1990,PG-13,1h 35m,3.0,"A vacationing family discovers that the entire town they're visiting is inhabited by goblins, disguised as humans, who plan to eat them.","Comedy,Fantasy,Horror","$100,000 (estimated)","$1,131",
365 Days: This Day,2022,TV-MA,1h 51m,2.7,Laura and Massimo are back and stronger than ever. But Massimo's family ties and a mysterious man bidding for Laura's heart complicate the lovers' lives.,"Drama,Romance",,,
BloodRayne,2005,R,1h 35m,3.0,"In the eighteenth century, a vampire escapes from the freak show, in which she once participated, and teams up with a group of vampire slayers to kill the man who raped her mother.","Action,Fantasy,Horror","$25,000,000 (estimated)","$2,405,420","$3,650,275"
Cosmic Sin,2021,R,1h 28m,2.5,Seven rogue soldiers launch a preemptive strike against a newly discovered alien civilization in the hopes of ending an interstellar war before it starts.,"Action,Sci-Fi","$349,757",,
Jaws: The Revenge,1987,PG-13,1h 29m,3.0,Chief Brody's widow believes that her family is deliberately being targeted by another shark in search of revenge.,"Adventure,Horror,Thriller","$23,000,000 (estimated)","$20,763,013","$51,881,013"
The Human Centipede III (Final Sequence),2015,Not Rated,1h 42m,2.7,"Taking inspiration from The Human Centipede films, the warden of a notorious and troubled prison looks to create a 500-person human centipede as a solution to his problems.","Comedy,Horror","$16,184","$16,184",
Glitter,2001,PG-13,1h 44m,2.4,"A young singer dates a disc jockey who helps her get into the music business, but their relationship become complicated as she ascends to super stardom.","Drama,Music,Romance","$22,000,000 (estimated)","$4,274,407","$5,272,594"
Cats,2019,PG,1h 50m,2.8,A tribe of cats called the Jellicles must decide yearly which one will ascend to the Heaviside Layer and come back to a new Jellicle life.,"Comedy,Drama,Family","$95,000,000 (estimated)","$27,166,770","$75,558,925"
Daniel the Wizard,2004,Not Rated,1h 21m,1.2,"Evil assassins want to kill Daniel Kublbock, the third runner up for the German Idols.","Comedy,Crime,Fantasy",,,
Baby Geniuses,1999,PG,1h 37m,2.6,"Scientists hold super intelligent talking babies captive, but things take a turn for the worse when a mix-up occurs between a baby genius and its twin.","Comedy,Crime,Family","$12,000,000 (estimated)","$27,250,736","$36,450,736"
Date Movie,2006,PG-13,1h 23m,2.8,"Spoof of romantic comedies which focuses on a man, his crush, his parents, and her father.","Comedy,Romance","$20,000,000 (estimated)","$48,548,426","$85,749,034"
Gigli,2003,R,2h 1m,2.6,Larry Gigli is assigned by a crime boss to kidnap the brother of a prominent district attorney. A beautiful woman known only as Ricki is sent to stay with him to make sure he doesn't mess up...,"Comedy,Crime,Romance","$54,000,000 (estimated)","$6,087,542","$7,266,209"
